I 09/04/2012 14:58:36:892 00000510                  Net| Method: GET;Url: http://127.0.0.1:63075/system/uicreated
I 09/04/2012 14:58:36:908 00001270           HttpServer| Process URI: '/system/uicreated'
I 09/04/2012 14:58:36:908 00001270                  APP| on_ui_created.navigate to start url: '/app'
I 09/04/2012 14:58:36:908 00000510         AppCallbacks| process command: APP-ACTIVATED
I 09/04/2012 14:58:36:908 000003b0           MainWindow| navigate: 'http://127.0.0.1:63075/app'
I 09/04/2012 14:58:36:908 00000510                  Net| Method: GET;Url: http://127.0.0.1:63075/system/activateapp
I 09/04/2012 14:58:36:908 000003b0           MainWindow| WebView: loading...
I 09/04/2012 14:58:36:908 00001270           HttpServer| Process URI: '/system/activateapp'
I 09/04/2012 14:58:36:908 00000510         AppCallbacks| ThreadQueue blocked for 4294967295 seconds...
I 09/04/2012 14:58:36:908 00001270           HttpServer| Process URI: '/app'
I 09/04/2012 14:58:36:908 00001270           HttpServer| Process URI: '/app/index.erb'
I 09/04/2012 14:58:36:908 00001270                  APP| RHO serve_index: /app/index.erb
I 09/04/2012 14:58:36:908 00001270 RHO Rho::RhoController| inst_render_index
I 09/04/2012 14:58:36:908 00001270              RhoRuby| require_compiled: erb
I 09/04/2012 14:58:36:924 00001270                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/index.erb
I 09/04/2012 14:58:36:924 00001270 RHO Rho::RhoController| index layout
I 09/04/2012 14:58:36:924 00001270                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/layout.erb
I 09/04/2012 14:58:36:924 000003b0           MainWindow| addToolbarButton: Label: '';Action: 'back'
I 09/04/2012 14:58:36:924 00001270           HttpServer| GC Start.
I 09/04/2012 14:58:36:924 000003b0           MainWindow| addToolbarButton: Label: '';Action: 'separator'
I 09/04/2012 14:58:36:924 000003b0           MainWindow| addToolbarButton: Label: '';Action: 'home'
I 09/04/2012 14:58:36:924 000003b0           MainWindow| addToolbarButton: Label: '';Action: 'refresh'
I 09/04/2012 14:58:36:924 000003b0           MainWindow| addToolbarButton: Label: '';Action: 'options'
I 09/04/2012 14:58:36:924 00001270           HttpServer| GC End.
I 09/04/2012 14:58:36:924 000003b0           MainWindow| WebView: URL changed
I 09/04/2012 14:58:36:939 00001270           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 09/04/2012 14:58:36:939 00001270           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 09/04/2012 14:58:36:939 00001270           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 09/04/2012 14:58:36:955 00001270           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 09/04/2012 14:58:36:955 00001270           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 09/04/2012 14:58:36:955 00001270           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 09/04/2012 14:58:36:970 00001270           HttpServer| Process URI: '/public/css/android.css'
I 09/04/2012 14:58:37:048 00001270           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 09/04/2012 14:58:37:048 000003b0           MainWindow| WebView: loaded 
I 09/04/2012 14:58:37:815 00001270           HttpServer| Process URI: '/app/Inventory/scanPage'
I 09/04/2012 14:58:37:815 00001270                  APP| RHO serve: /app/Inventory/scanPage
I 09/04/2012 14:58:37:815 00001270              RhoRuby| require_compiled: Inventory/inventory_controller
I 09/04/2012 14:58:37:815 00001270              RhoRuby| require_compiled: helpers/browser_helper
I 09/04/2012 14:58:37:830 00001270                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/scanPage.erb
I 09/04/2012 14:58:37:830 00001270           HttpServer| GC Start.
I 09/04/2012 14:58:37:830 00001270           HttpServer| GC End.
I 09/04/2012 14:58:37:830 000003b0           MainWindow| WebView: URL changed
I 09/04/2012 14:58:37:846 00001270           HttpServer| Process URI: '/public/images/barcode.jpg'
E 09/04/2012 14:58:37:846 00001270           HttpServer| The file /public/images/barcode.jpg was not found
I 09/04/2012 14:58:40:240 00001270           HttpServer| Process URI: '/app/Inventory/index'
I 09/04/2012 14:58:40:240 00001270                  APP| RHO serve: /app/Inventory/index
I 09/04/2012 14:58:40:240 00001270                  APP| const_missing: Inventory
I 09/04/2012 14:58:40:240 00001270                  APP| load_model: Inventory
I 09/04/2012 14:58:40:240 00001270              RhoRuby| require_compiled: Inventory/inventory
I 09/04/2012 14:58:40:240 00001270                  APP| model name: Inventory
I 09/04/2012 14:58:40:240 00001270                  APP| model class found
I 09/04/2012 14:58:40:240 00001270                  APP| Inventory : {"property"=>{}}
I 09/04/2012 14:58:40:240 00001270                  APP| init_db_sources
I 09/04/2012 14:58:40:240 00001270                  APP| start_id: 40005
I 09/04/2012 14:58:40:240 00001270                  APP| Migrate schema sources: {}
I 09/04/2012 14:58:40:256 00001270                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/index.erb
I 09/04/2012 14:58:40:256 00001270           HttpServer| GC Start.
I 09/04/2012 14:58:40:256 00001270           HttpServer| GC End.
I 09/04/2012 14:58:40:287 000003b0           MainWindow| WebView: URL changed
I 09/04/2012 14:58:41:819 00001270           HttpServer| Process URI: '/app/Inventory/{115997869484421.11}/edit'
I 09/04/2012 14:58:41:819 00001270                  APP| RHO serve: /app/Inventory/{115997869484421.11}/edit
I 09/04/2012 14:58:41:819 00001270                  APP| Params: {"id"=>"{115997869484421.11}"}
I 09/04/2012 14:58:41:819 00001270                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/edit.erb
I 09/04/2012 14:58:41:819 00001270           HttpServer| GC Start.
I 09/04/2012 14:58:41:819 00001270           HttpServer| GC End.
I 09/04/2012 14:58:41:850 000003b0           MainWindow| WebView: URL changed
I 09/04/2012 14:58:44:239 00001270           HttpServer| Process URI: '/app/Inventory/{115997869484421.11}/show'
I 09/04/2012 14:58:44:239 00001270                  APP| RHO serve: /app/Inventory/{115997869484421.11}/show
I 09/04/2012 14:58:44:239 00001270                  APP| Params: {"id"=>"{115997869484421.11}"}
I 09/04/2012 14:58:44:239 00001270                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/show.erb
I 09/04/2012 14:58:44:254 00001270           HttpServer| GC Start.
I 09/04/2012 14:58:44:254 00001270           HttpServer| GC End.
I 09/04/2012 14:58:44:270 000003b0           MainWindow| WebView: URL changed
I 09/04/2012 14:58:45:100 00001270           HttpServer| Process URI: '/app/Inventory'
I 09/04/2012 14:58:45:100 00001270                  APP| RHO serve: /app/Inventory
I 09/04/2012 14:58:45:100 00001270                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/index.erb
I 09/04/2012 14:58:45:100 00001270           HttpServer| GC Start.
I 09/04/2012 14:58:45:100 00001270           HttpServer| GC End.
I 09/04/2012 14:58:45:131 000003b0           MainWindow| WebView: URL changed
I 09/04/2012 14:58:46:226 00001270           HttpServer| Process URI: '/app'
I 09/04/2012 14:58:46:226 00001270           HttpServer| Process URI: '/app/index.erb'
I 09/04/2012 14:58:46:226 00001270                  APP| RHO serve_index: /app/index.erb
I 09/04/2012 14:58:46:226 00001270 RHO Rho::RhoController| inst_render_index
